dc_id,name,provider,state,latitude,longitude,operator_class,is_hyperscaler_self,is_colocation_major,is_colocation_secondary,est_mw,wet_bulb_c,climate_adj,est_liters_per_day,v1_predicted_wue,bws_score,bws_category
DC-00279,Amazon AWS: IAD61 South Riding,Amazon AWS,VA,38.9165445671506,-77.492607807855,hyperscaler_self,True,False,False,50.0,10.491780821917809,1.0,1058400.0,0.57165456,1.94,Low-Medium
DC-00280,Evocative: New York Data Center (JFK2),Evocative,NY,41.1774816,-73.7512709,colocation_major,False,True,False,20.0,9.016438356164384,1.0,423360.0,0.4976005,0.834,Low
DC-00281,Expedient: Memphis Data Center,Expedient,TN,35.06097947268918,-89.78623742612203,colocation_secondary,False,False,True,1.5,13.797260273972602,1.0,31752.0,0.6460377,0.579,Low
DC-00282,Colocation America: NYDC3 - New York Data Center,Colocation America,NY,41.0883218,-73.81546461666011,colocation_secondary,False,False,True,10.0,9.140273972602738,1.0,211680.0,0.5158759,0.834,Low
DC-00283,TierPoint: Boston - Andover Data Center,TierPoint,MA,42.6857009,-71.20861397216423,colocation_major,False,True,False,20.0,7.975342465753425,1.0,423360.0,0.41313794,2.012,Medium-High
DC-00284,Digital Realty: Dallas DFW12 Data Center,Digital Realty,TX,32.97802956321839,-96.85545666666668,colocation_major,False,True,False,12.0,15.052876712328768,1.001586301369863,254418.94592876703,0.9444843,2.681,Medium-High
DC-00285,Cogent Communications: Doral Data Center,Cogent Communications,FL,25.8079593,-80.3287021,colocation_secondary,False,False,True,10.0,21.405205479452057,1.1921561643835616,252355.6168767124,0.8384825,2.559,Medium-High
DC-00286,Digital Realty: Chicago CH1 Data Center,Digital Realty,IL,41.9942301,-87.96223156699811,colocation_major,False,True,False,80.0,7.767123287671233,1.0,1693440.0,0.50526863,0.75,Low
DC-00287,Stream Data Centers: Chicago II Data Center,Stream Data Centers,IL,41.999124300000005,-87.95776464760965,unknown,False,False,False,32.0,7.767123287671233,1.0,677376.0,0.50526863,0.75,Low
DC-00288,Flexential: Louisville - Downtown Data Center,Flexential,KY,38.2425839,-85.73338524069737,colocation_major,False,True,False,3.09,11.205479452054794,1.0,65409.12,0.59439087,0.888,Low
DC-00289,DataBank: ATL3 - Atlanta West End Data Center,DataBank,GA,33.734356500000004,-84.42663402433111,colocation_major,False,True,False,6.0,13.62082191780822,1.0,127008.0,1.1034696,1.889,Low-Medium
DC-00290,TierPoint: Boston - Marlborough Data Center,TierPoint,MA,42.3135391,-71.5803148467057,colocation_major,False,True,False,14.25,8.173972602739726,1.0,301643.99999999994,0.41313794,2.012,Medium-High
DC-00291,Amazon AWS: Beach Access,Amazon AWS,OR,45.9288760244058,-119.26944264255891,hyperscaler_self,True,False,False,50.0,8.054794520547945,1.0,1058400.0,0.4890291,1.569,Low-Medium
DC-00292,CyrusOne: AUS2 Austin Data Center,CyrusOne,TX,30.205922,-97.69797086824238,colocation_major,False,True,False,9.0,16.902465753424657,1.0570739726027396,201385.2766684932,0.97105974,2.681,Medium-High
DC-00293,Aptum Technologies: MIA-89P Data Center,Aptum Technologies,FL,25.79547075,-80.34320432924858,colocation_secondary,False,False,True,2.0,21.574246575342467,1.197227397260274,50685.819090410965,0.8384825,2.559,Medium-High
DC-00294,Evocative: Phoenix Data Center (PHX1),Evocative,AZ,33.65905475,-112.1111594571694,colocation_major,False,True,False,69.0,12.324383561643836,1.0,1460592.0,1.31183,3.487,High
DC-00295,Amazon AWS: IAD76 Sterling,Amazon AWS,VA,38.9937865,-77.45050930013156,hyperscaler_self,True,False,False,50.0,10.42958904109589,1.0,1058400.0,0.62426853,1.94,Low-Medium
DC-00296,365 Data Centers: TA1 Tampa Data Center,365 Data Centers,FL,27.949597020408163,-82.45868177551021,colocation_major,False,True,False,1.6,19.73780821917808,1.1421342465753423,38682.71637041095,0.99239194,2.559,Medium-High
DC-00297,Centersquare: ABQ1 Albuquerque Data Center Campus,Centersquare,NM,35.08618885,-106.65171430125426,colocation_major,False,True,False,6.0,6.774246575342466,1.0,127008.0,0.777501,4.259,Extremely High
DC-00298,Equinix: HO1 Houston Data Center,Equinix,TX,29.93519837095079,-95.35647981013987,colocation_major,False,True,False,20.0,18.243013698630136,1.097290410958904,464548.8683835616,0.9175664,2.681,Medium-High
DC-00299,Amazon AWS: 45900 Pathfinder Plz,Amazon AWS,VA,38.98860285,-77.4116518853442,hyperscaler_self,True,False,False,50.0,10.42958904109589,1.0,1058400.0,0.62426853,1.94,Low-Medium
DC-00300,DataBridge Sites: Aurora/Chicago Data Center,DataBridge Sites,IL,41.77301073966981,-88.2173246134588,colocation_secondary,False,False,True,10.0,7.881369863013698,1.0,211680.0,0.53570706,0.75,Low
DC-00301,CoreSite: CH2 Chicago Data Center,CoreSite,IL,41.8628,-87.64130290236392,colocation_major,False,True,False,20.0,8.263561643835615,1.0,423360.0,0.53570706,0.75,Low
DC-00302,Digital Realty: Los Angeles LAX12 Data Center,Digital Realty,CA,33.915514,-118.384618492729,colocation_major,False,True,False,18.0,12.90082191780822,1.0,381024.0,1.2731755,3.724,High
DC-00303,CyrusOne: NYM10 Stamford Data Center,CyrusOne,CT,41.0840156,-73.5179119,colocation_major,False,True,False,4.0,9.266575342465751,1.0,84672.0,0.5078342,1.331,Low-Medium
DC-00304,T5 Data Centers: @Minneapolis Data Center,T5 Data Centers,MN,44.972071,-93.270567,unknown,False,False,False,10.4,5.66904109589041,1.0,220147.2,0.49029046,1.669,Low-Medium
DC-00305,Equinix: DA9 Irving Data Center,Equinix,TX,32.83062404081633,-96.9129594489796,colocation_major,False,True,False,20.0,15.372328767123289,1.0111698630136987,428088.87320547947,0.9444843,2.681,Medium-High
DC-00306,Digital Realty: Phoenix PHX15 Data Center,Digital Realty,AZ,33.27489725,-111.8866379130866,colocation_major,False,True,False,54.0,12.122191780821918,1.0,1143072.0,1.1201614,3.487,High
DC-00307,Cascade Divide Data Centers: Bend Data Center,Cascade Divide Data Centers,OR,44.04796450331248,-121.327245,colocation_secondary,False,False,True,10.0,4.531780821917808,1.0,211680.0,0.64582884,1.569,Low-Medium
DC-00308,365 Data Centers: MA1 Marlboro Data Center,365 Data Centers,MA,42.3524553,-71.58604818655945,colocation_major,False,True,False,2.8,8.148493150684931,1.0,59270.4,0.41313794,2.012,Medium-High
DC-00309,Telehouse: New York Chelsea Data Center,Telehouse,NY,40.7430134,-74.0077865,colocation_secondary,False,False,True,4.15,9.82876712328767,1.0,87847.2,0.5158759,0.834,Low
DC-00310,CoreSite: LA2 Los Angeles Data Center,CoreSite,CA,34.0581157,-118.23539385682872,colocation_major,False,True,False,20.0,12.746849315068497,1.0,423360.0,1.2731755,3.724,High
DC-00311,Flexential: Las Vegas - North Data Center,Flexential,NV,36.24816195,-115.10125444220594,colocation_major,False,True,False,9.0,9.722191780821918,1.0,190512.0,0.7941126,2.146,Medium-High
DC-00312,Involta: Independence Data Center,Involta,OH,41.3816571,-81.6406872,colocation_secondary,False,False,True,1.0,8.108219178082193,1.0,21168.0,0.568177,1.279,Low-Medium
DC-00313,Atlantic.net: Asburn Data Center,Atlantic.net,VA,38.94881655,-77.32940527282275,cable_telecom,False,False,False,5.0,10.558356164383564,1.0,105840.0,0.513431,1.94,Low-Medium
DC-00314,365 Data Centers: BU1 Buffalo Data Center,365 Data Centers,NY,42.8836357,-78.87568862033672,colocation_major,False,True,False,1.33,7.833972602739725,1.0,28153.44,0.49439472,0.834,Low
DC-00315,1547 Critical Systems Realty: CHIL1 MTC Data Center,1547 Critical Systems Realty,IL,41.79547455,-87.62463389199777,unknown,False,False,False,5.0,8.143287671232876,1.0,105840.0,0.53570706,0.75,Low
DC-00316,Rackspace: MCI1 Kansas City Data Center,Rackspace,MO,39.29799578232422,-94.67582108715612,colocation_major,False,True,False,2.5,10.083287671232878,1.0,52920.0,0.5921,1.321,Low-Medium
DC-00317,LightEdge: Omaha Data Center,LightEdge,NE,41.15954502040816,-96.02600730612244,colocation_secondary,False,False,True,1.25,8.384931506849314,1.0,26460.0,0.58282435,3.16,High
DC-00318,Evocative: Atlanta Data Center (ATL1),Evocative,GA,33.76163914285714,-84.39064993877551,colocation_major,False,True,False,15.0,13.568767123287673,1.0,317519.99999999994,1.1034696,1.889,Low-Medium
DC-00319,Centersquare: DEN2 (Denver) Englewood Data Center Campus,Centersquare,CO,39.5608018,-104.83073151699348,colocation_major,False,True,False,7.2,3.893424657534248,1.0,152409.59999999998,0.6854508,3.424,High
DC-00320,Digital Realty: New York EWR12 Data Center,Digital Realty,NJ,40.55304865,-74.45922615462723,colocation_major,False,True,False,34.0,9.684109589041096,1.0,719712.0,0.5158759,2.797,Medium-High
DC-00321,Otava: Mid Michigan Data Center,Otava,MI,42.9687373,-83.77966967080265,colocation_secondary,False,False,True,10.0,7.131506849315069,1.0,211680.0,0.50526863,0.327,Low
DC-00322,Flexential: Tampa - West Data Center,Flexential,FL,28.0372991,-82.5399781,colocation_major,False,True,False,1.81,19.65753424657534,1.1397260273972605,43667.55419178082,0.99239194,2.559,Medium-High
DC-00323,Skybox Datacenters: Austin Data Center,Skybox Datacenters,TX,30.481420250820587,-97.62973449789772,unknown,False,False,False,30.0,16.40219178082192,1.0420657534246576,661753.4360547945,0.97105974,2.681,Medium-High
DC-00324,NFINIT: San Diego Data Center,NFINIT,CA,32.896971268602634,-117.20269332121312,unknown,False,False,False,2.9,13.066301369863016,1.0,61387.2,1.1420611,3.724,High
DC-00325,Centersquare: SEA1 Tukwila Data Center Campus,Centersquare,WA,47.4920054,-122.29325950687618,colocation_major,False,True,False,7.5,8.737534246575342,1.0,158759.99999999997,0.5808077,0.903,Low
DC-00326,Flexential: Denver - Aurora Data Center,Flexential,CO,39.66104585,-104.84949855373584,colocation_major,False,True,False,6.75,4.283561643835616,1.0,142884.0,0.6854508,3.424,High
DC-00327,Digital Realty: New York JFK12 Data Center,Digital Realty,NY,40.7176412,-74.00827524446427,colocation_major,False,True,False,20.0,9.82876712328767,1.0,423360.0,0.5158759,0.834,Low
DC-00328,DataBank: DFW4 - Dallas Empire Central Data Center,DataBank,TX,32.8217451,-96.8736321775884,colocation_major,False,True,False,4.0,15.338630136986302,1.010158904109589,85532.17472876713,0.9444843,2.681,Medium-High
DC-00329,SBA Edge: Jacksonville Data Center,SBA Edge,FL,30.33129782414535,-81.66256259106859,colocation_secondary,False,False,True,9.0,18.40383561643836,1.1021150684931509,209966.1459287672,0.91053736,2.559,Medium-High
DC-00330,Digital Realty: Atlanta ATL14 Data Center,Digital Realty,GA,33.76163914285714,-84.39064993877551,colocation_major,False,True,False,1.6,13.568767123287673,1.0,33868.8,1.1034696,1.889,Low-Medium
DC-00331,TierPoint: Omaha - Midlands Data Center,TierPoint,NE,41.13754181481482,-96.042826,colocation_major,False,True,False,20.0,8.384931506849314,1.0,423360.0,0.6004673,3.16,High
DC-00332,Amazon AWS: 45259 Sterling,Amazon AWS,VA,39.02083854814216,-77.43462568361035,hyperscaler_self,True,False,False,50.0,10.524383561643834,1.0,1058400.0,0.62426853,1.94,Low-Medium
DC-00333,Centersquare: IAD1 Sterling Data Center Campus,Centersquare,VA,39.02329855,-77.4132159476089,colocation_major,False,True,False,47.0,10.524383561643834,1.0,994896.0,0.6194914,1.94,Low-Medium
DC-00334,QuadraNet: Miami Data Center,QuadraNet,FL,25.7758419,-80.1929625,colocation_secondary,False,False,True,2.0,21.72684931506849,1.2018054794520547,50879.63677808219,0.8384825,2.559,Medium-High
DC-00335,NTT Global Data Centers: VA3 Ashburn Data Center,NTT Global Data Centers,VA,39.0227549,-77.45482557908068,colocation_major,False,True,False,6.0,10.42958904109589,1.0,127008.0,0.6194914,1.94,Low-Medium
DC-00336,DataBank: DFW1 - Downtown Dallas Data Center,DataBank,TX,32.778320550000004,-96.7985002392905,colocation_major,False,True,False,7.0,15.338630136986302,1.010158904109589,149681.30577534245,0.9444843,2.681,Medium-High
DC-00337,China Telecom: Telehouse Chelsea Data Center,China Telecom,NY,40.7430134,-74.0077865,colocation_secondary,False,False,True,10.0,9.82876712328767,1.0,211680.0,0.5158759,0.834,Low
DC-00338,Flexential: Portland - Hillsboro 2 Data Center,Flexential,OR,45.5582844,-122.91705637049463,colocation_major,False,True,False,18.0,8.515616438356165,1.0,381024.0,0.58591545,1.569,Low-Medium
DC-00339,US Signal: 8675 Concord Center Dr Data Center,US Signal,CO,39.5590659,-104.83353376051848,colocation_secondary,False,False,True,10.0,3.893424657534248,1.0,211680.0,0.6854508,3.424,High
DC-00340,Amazon AWS: IAD100 Manassas,Amazon AWS,VA,38.738228935972735,-77.50330388474131,hyperscaler_self,True,False,False,50.0,10.823287671232876,1.0,1058400.0,0.57165456,1.94,Low-Medium
DC-00341,Evocative: Los Angeles Data Center (LAX2),Evocative,CA,34.0473499,-118.256999,colocation_major,False,True,False,30.0,12.746849315068497,1.0,635039.9999999999,1.2731755,3.724,High
DC-00342,DataBank: ATL4 - Lithia Springs Data Center,DataBank,GA,33.749816300000006,-84.54759969183714,colocation_major,False,True,False,40.0,13.59972602739726,1.0,846720.0,1.1034696,1.889,Low-Medium
DC-00343,CyrusOne: CHI1 Chicago Aurora Data Center,CyrusOne,IL,41.79805272231562,-88.24663633007307,colocation_major,False,True,False,48.78,7.876164383561644,1.0,1032575.04,0.53570706,0.75,Low
DC-00344,Cologix: DAL3 Dallas Data Center,Cologix,TX,32.800965950000005,-96.81952300449768,colocation_major,False,True,False,20.0,15.338630136986302,1.010158904109589,427660.87364383566,0.9444843,2.681,Medium-High
DC-00345,Netrality Data Centers: 1301 Fannin Houston Data Center,Netrality Data Centers,TX,29.7534328,-95.3657979875635,colocation_secondary,False,False,True,26.0,18.42904109589041,1.1028712328767123,606985.0346958904,0.9175664,2.681,Medium-High
DC-00346,Lumen: Weehawken 1 Data Center,Lumen,NJ,40.7615218,-74.02602712192159,colocation_secondary,False,False,True,10.0,9.82876712328767,1.0,211680.0,0.5158759,2.797,Medium-High
DC-00347,Lumen: Omaha Data Center,Lumen,NE,41.24366324242424,-96.01682554545454,colocation_secondary,False,False,True,10.0,8.304931506849316,1.0,211680.0,0.58282435,3.16,High
DC-00348,DataBank: ATL1 - Midtown Atlanta Data Center,DataBank,GA,33.7753991,-84.3875488,colocation_major,False,True,False,5.4,13.568767123287673,1.0,114307.2,1.1034696,1.889,Low-Medium
DC-00349,US Signal: 1655 W Sunrise Blvd Data Center,US Signal,AZ,33.3551689,-111.8268400806063,colocation_secondary,False,False,True,10.0,12.282739726027398,1.0,211680.0,1.1201614,3.487,High
DC-00350,CoreSite: LA3 Los Angeles Data Center,CoreSite,CA,34.05849544610792,-118.22943232792188,colocation_major,False,True,False,20.0,12.746849315068497,1.0,423360.0,1.2731755,3.724,High
DC-00351,Lunavi: AT1 Atlanta Data Center,Lunavi,GA,33.76317315687299,-84.38694032531373,colocation_secondary,False,False,True,5.0,13.568767123287673,1.0,105840.0,1.1034696,1.889,Low-Medium
DC-00352,Amazon AWS: IAD58 Sterling,Amazon AWS,VA,38.99397414662921,-77.4348093883778,hyperscaler_self,True,False,False,50.0,10.42958904109589,1.0,1058400.0,0.62426853,1.94,Low-Medium
DC-00353,Digital Realty: Portland PDX12 Data Center,Digital Realty,OR,45.56944358254388,-122.9231297479169,colocation_major,False,True,False,32.0,8.515616438356165,1.0,677376.0,0.58591545,1.569,Low-Medium
DC-00354,OVHCloud: HIL1 Data Center,OVHCloud,OR,45.5340491,-122.95649680410529,hyperscaler_self,True,False,False,50.0,8.515616438356165,1.0,1058400.0,0.60315037,1.569,Low-Medium
DC-00355,Cologix: DAL2 Dallas Data Center,Cologix,TX,32.800965950000005,-96.81952300449768,colocation_major,False,True,False,20.0,15.338630136986302,1.010158904109589,427660.87364383566,0.9444843,2.681,Medium-High
DC-00356,TPx Communications: Sacramento Data Center,TPx Communications,CA,38.578011,-121.486633,colocation_secondary,False,False,True,10.0,11.234794520547943,1.0,211680.0,0.7384827,3.724,High
DC-00357,Iron Mountain Data Centers: VA-6 - Northern Virginia Data Center,Iron Mountain Data Centers,VA,38.7681428,-77.53864816228469,colocation_major,False,True,False,32.0,10.69041095890411,1.0,677376.0,0.56655085,1.94,Low-Medium
DC-00358,QTS Data Centers: Sacramento Data Center,QTS Data Centers,CA,38.646312,-121.48627223043133,colocation_major,False,True,False,4.0,11.234794520547943,1.0,84672.0,0.7384827,3.724,High
DC-00359,Lumen: Bakersfield 2 Data Center,Lumen,CA,35.37341591836735,-119.01802897959185,colocation_secondary,False,False,True,10.0,11.862739726027396,1.0,211680.0,0.764257,3.724,High
DC-00360,NFINIT: Lightwave Data Center,NFINIT,CA,32.82785865,-117.12992659595538,unknown,False,False,False,1.7,12.783013698630135,1.0,35985.6,1.1420611,3.724,High
DC-00361,Cologix: JAX1 Jacksonville Data Center,Cologix,FL,30.33129782414535,-81.66256259106859,colocation_major,False,True,False,20.0,18.40383561643836,1.1021150684931509,466591.4353972604,0.91053736,2.559,Medium-High
DC-00362,Direct LTx: Reading PA Data Center,Direct LTx,PA,40.3809499,-75.9823925715146,colocation_secondary,False,False,True,6.0,9.30301369863014,1.0,127008.0,0.5158759,1.225,Low-Medium
DC-00363,Lumen: Birmingham 1 Data Center,Lumen,AL,33.508175,-86.826547,colocation_secondary,False,False,True,10.0,14.280821917808222,1.0,211680.0,1.1034696,0.53,Low
DC-00364,Aligned Data Centers: Dallas Data Center,Aligned Data Centers,TX,33.00975493708304,-96.6784322829964,colocation_major,False,True,False,60.0,15.145479452054794,1.0043643835616438,1275623.1162739724,0.9444843,2.681,Medium-High
DC-00365,Equinix: PH1 Philadelphia Data Center,Equinix,PA,39.9598694,-75.16081442465776,colocation_major,False,True,False,0.3,10.252328767123288,1.0,6350.4,0.5097474,1.225,Low-Medium
DC-00366,Oracle: US DoD North us-gov-chicago-1,Oracle,IL,41.8755616,-87.6244212,hyperscaler_self,True,False,False,50.0,8.263561643835615,1.0,1058400.0,0.5430236,0.75,Low
DC-00367,Lumen: McLean 1 Data Center,Lumen,VA,38.9208538,-77.2115713,colocation_secondary,False,False,True,10.0,10.692602739726029,1.0,211680.0,0.513431,1.94,Low-Medium
DC-00368,Lumen: Cincinnati 1 Data Center,Lumen,OH,39.10190185567011,-84.50318334020618,colocation_secondary,False,False,True,10.0,9.992054794520548,1.0,211680.0,0.60772526,1.279,Low-Medium
DC-00369,Evocative: Boston Data Center (BOS1),Evocative,MA,42.37795725,-71.08031894999999,colocation_major,False,True,False,6.0,8.422465753424657,1.0,127008.0,0.41313794,2.012,Medium-High
DC-00370,Charlotte Colocation Center: Charlotte Data Center,Charlotte Colocation Center,NC,35.151902847697286,-80.84281227869856,colocation_secondary,False,False,True,10.0,13.014520547945208,1.0,211680.0,0.63936913,2.498,Medium-High
DC-00371,TurnKey Internet: Albany Data Center,TurnKey Internet,NY,42.745436350000006,-73.75920168636466,colocation_secondary,False,False,True,10.0,7.927123287671232,1.0,211680.0,0.42117968,0.834,Low
DC-00372,Hivelocity: ATL2 Atlanta Data Center,Hivelocity,GA,33.76163914285714,-84.39064993877551,colocation_major,False,True,False,20.0,13.568767123287673,1.0,423360.0,1.1034696,1.889,Low-Medium
DC-00373,Digital Realty: Silicon Valley SJC29 Data Center,Digital Realty,CA,37.3750232,-121.9580962,colocation_major,False,True,False,6.2,11.20082191780822,1.0,131241.6,0.83450365,3.724,High
DC-00374,Stack Infrastructure: CHI01 Chicago Data Center,Stack Infrastructure,IL,42.00761564395706,-87.96445220367333,unknown,False,False,False,40.0,7.767123287671233,1.0,846720.0,0.50526863,0.75,Low
DC-00375,QTS Data Centers: Ashburn-Moran Data Center,QTS Data Centers,VA,38.999336204187045,-77.43725076518531,colocation_major,False,True,False,6.0,10.42958904109589,1.0,127008.0,0.6194914,1.94,Low-Medium
DC-00376,Xyvest: 611 Wilshire Blvd Data Center,Xyvest,CA,34.06234691027145,-118.34757900601574,colocation_secondary,False,False,True,10.0,12.540547945205477,1.0,211680.0,1.2731755,3.724,High
DC-00377,Vantage Data Centers: CA1 Santa Clara Data Center Campus,Vantage Data Centers,CA,37.3725693,-121.97365893917444,colocation_major,False,True,False,75.0,11.163013698630136,1.0,1587600.0,0.83450365,3.724,High
DC-00378,Iron Mountain Data Centers: AZS - 1 - Scottsdale Data Center,Iron Mountain Data Centers,AZ,33.6445902,-111.89575849541508,colocation_major,False,True,False,5.8,11.88876712328767,1.0,122774.4,1.2515979,3.487,High
DC-00379,TierPoint: Philadelphia Data Center,TierPoint,PA,39.89248125,-75.16548391131872,colocation_major,False,True,False,20.0,10.363561643835617,1.0,423360.0,0.5097474,1.225,Low-Medium
DC-00380,1547 Critical Systems Realty: CHWY1 Cheyenne Data Center,1547 Critical Systems Realty,WY,41.12975077989307,-104.74069313366648,unknown,False,False,False,5.0,3.1624657534246574,1.0,105840.0,0.6939432,2.779,Medium-High
DC-00381,DataBank: ACT1 - Waco Data Center,DataBank,TX,31.555117,-97.133556,colocation_major,False,True,False,0.8,16.029589041095893,1.0308876712328767,17457.464179726026,0.9045634,2.681,Medium-High
DC-00382,365 Data Centers: NA1 Nashville Data Center,365 Data Centers,TN,36.16185290551425,-86.77787596742111,colocation_major,False,True,False,1.33,12.826575342465754,1.0,28153.44,0.6399324,0.579,Low
DC-00383,Digital Realty: Silicon Valley OAK10 Data Center,Digital Realty,CA,37.7992148,-122.2829762341164,colocation_major,False,True,False,14.5,10.811506849315071,1.0,306935.99999999994,0.6669831,3.724,High
DC-00384,DSM: Winter Haven Data Center,DSM,FL,28.023873,-81.729009,colocation_secondary,False,False,True,10.0,19.63890410958904,1.1391671232876712,241138.89665753423,0.9934381,2.559,Medium-High
DC-00385,Flexential: Philadelphia - Collegeville Data Center,Flexential,PA,40.1522249,-75.47766472123286,colocation_major,False,True,False,7.2,9.715068493150683,1.0,152409.59999999998,0.51069903,1.225,Low-Medium
DC-00386,Evocative: Dallas Data Center (DAL1),Evocative,TX,33.00975493708304,-96.6784322829964,colocation_major,False,True,False,30.0,15.145479452054794,1.0043643835616438,637811.5581369862,0.9444843,2.681,Medium-High
DC-00387,Digital Realty: Atlanta ATL11 Data Center,Digital Realty,GA,33.74656255,-84.57973928392062,colocation_major,False,True,False,28.8,13.583835616438355,1.0,609638.3999999999,1.1034696,1.889,Low-Medium
DC-00388,Cologix: JAX2 Jacksonville Data Center,Cologix,FL,30.2732365,-81.6139148,colocation_major,False,True,False,20.0,18.339726027397266,1.100191780821918,465777.1923287672,0.91053736,2.559,Medium-High
DC-00389,Flexential: Fort Lauderdale Data Center,Flexential,FL,26.1900857,-80.1932966509257,colocation_major,False,True,False,3.15,21.2027397260274,1.1860821917808215,79087.01168219175,0.9934381,2.559,Medium-High
DC-00390,QTS Data Centers: Santa Clara Data Center,QTS Data Centers,CA,37.38874267985163,-121.96530188522574,colocation_major,False,True,False,7.5,11.309863013698628,1.0,158759.99999999997,0.8536765,3.724,High
DC-00391,TierPoint: Kansas City - Lenexa Data Center,TierPoint,KS,38.940002,-94.759005,colocation_major,False,True,False,20.0,10.256986301369864,1.0,423360.0,0.59403765,2.139,Medium-High
DC-00392,365 Data Centers: DT1 Detroit Data Center,365 Data Centers,MI,42.4691727860455,-83.26048443144182,colocation_major,False,True,False,0.8,7.469589041095889,1.0,16934.399999999998,0.50526863,0.327,Low
DC-00393,"Deft, a Summit company: Elk Grove Village, IL Data Center","Deft, a Summit company",IL,41.9942301,-87.96223156699811,colocation_secondary,False,False,True,36.4,7.767123287671233,1.0,770515.2,0.50526863,0.75,Low
DC-00394,365 Data Centers: PA1 Philadelphia Data Center,365 Data Centers,PA,39.9621861,-75.16400961399813,colocation_major,False,True,False,10.0,10.252328767123288,1.0,211680.0,0.5121041,1.225,Low-Medium
DC-00395,365 Data Centers: CH6 Chicago Data Center,365 Data Centers,IL,41.87633285,-87.63148077036223,colocation_major,False,True,False,1.72,8.263561643835615,1.0,36408.95999999999,0.53570706,0.75,Low
DC-00396,Netrality Data Centers: 717 South Wells Chicago Data Center,Netrality Data Centers,IL,41.8725675,-87.6335124,colocation_secondary,False,False,True,5.7,8.263561643835615,1.0,120657.6,0.53570706,0.75,Low
DC-00397,Segra: Charlotte One Data Center,Segra,NC,35.193413,-80.937813,unknown,False,False,False,0.5,12.986575342465754,1.0,10584.0,0.63936913,2.498,Medium-High
DC-00398,Lumen: Minnetonka 1 Data Center,Lumen,MN,44.90623020009234,-93.420815142086,colocation_secondary,False,False,True,10.0,5.982191780821918,1.0,211680.0,0.49029046,1.669,Low-Medium
DC-00399,Evocative: Redondo Beach Data Center (LAX14),Evocative,CA,33.889492585644724,-118.37004457097676,colocation_major,False,True,False,7.5,12.90082191780822,1.0,158759.99999999997,1.2731755,3.724,High
DC-00400,Flexential: Tampa - North Data Center,Flexential,FL,28.0738377,-82.3683618993294,colocation_major,False,True,False,3.0,19.36876712328767,1.1310630136986302,71827.0256219178,0.99239194,2.559,Medium-High
DC-00401,Lumen: Los Angeles Data Center,Lumen,CA,33.73795510204082,-118.29503263265306,colocation_secondary,False,False,True,10.0,12.99671232876712,1.0,211680.0,1.2731755,3.724,High
DC-00402,Element Critical: Chicago Two Data Center,Element Critical,IL,41.97422775,-87.96717559139857,unknown,False,False,False,5.0,7.767123287671233,1.0,105840.0,0.50526863,0.75,Low
DC-00403,DataBank: SLC1 Downtown Salt Lake City Data Center,DataBank,UT,40.7685233,-111.8858522748673,colocation_major,False,True,False,0.5,4.806849315068493,1.0,10584.0,0.68953943,1.329,Low-Medium
DC-00404,TPx Communications: Dallas Data Center,TPx Communications,TX,32.785532399999994,-96.79804231034126,colocation_secondary,False,False,True,10.0,15.338630136986302,1.010158904109589,213830.43682191783,0.9444843,2.681,Medium-High
DC-00405,CyrusOne: CIN4 Cincinnati Hamilton Data Center,CyrusOne,OH,39.387044,-84.565783,colocation_major,False,True,False,9.5,9.804109589041095,1.0,201096.0,0.59101576,1.279,Low-Medium
DC-00406,Digital Realty: Silicon Valley SJC11 Data Center,Digital Realty,CA,37.37642765,-121.94847572664035,colocation_major,False,True,False,9.0,11.20082191780822,1.0,190512.0,0.83450365,3.724,High
DC-00407,Lumen: Tulsa 1 Data Center,Lumen,OK,36.15713366666667,-95.993394,colocation_secondary,False,False,True,10.0,12.604109589041096,1.0,211680.0,0.6389942,1.256,Low-Medium
DC-00408,Lumen: Kansas City 2 Data Center,Lumen,MO,39.09067965,-94.56839290913564,colocation_secondary,False,False,True,10.0,10.326849315068491,1.0,211680.0,0.60720956,1.321,Low-Medium
DC-00409,Equinix: MI2 Miami Data Center,Equinix,FL,25.7758419,-80.1929625,colocation_major,False,True,False,0.3,21.72684931506849,1.2018054794520547,7631.945516712328,0.8384825,2.559,Medium-High
DC-00410,Evocative: Emeryville Data Center (OAK1),Evocative,CA,37.846323,-122.29435,colocation_major,False,True,False,20.0,11.014520547945208,1.0,423360.0,0.6669831,3.724,High
DC-00411,Flexential: Charlotte - North Data Center,Flexential,NC,35.329863,-80.76579057556785,colocation_major,False,True,False,3.3,12.745479452054797,1.0,69854.4,0.63936913,2.498,Medium-High
DC-00412,CyrusOne: NVA5 Northern Virginia Sterling Data Center,CyrusOne,VA,39.02412035,-77.43409999643099,colocation_major,False,True,False,105.0,10.524383561643834,1.0,2222640.0,0.6194914,1.94,Low-Medium
DC-00413,Flexential: Portland - Hillsboro 1 Data Center,Flexential,OR,45.5489278,-122.89245438644276,colocation_major,False,True,False,5.3,8.515616438356165,1.0,112190.4,0.58591545,1.569,Low-Medium
DC-00414,Quonix: Philadelphia - Locust St,Quonix,PA,39.95035505,-75.1800072301968,colocation_secondary,False,False,True,10.0,10.252328767123288,1.0,211680.0,0.5097474,1.225,Low-Medium
