dc_id,name,provider,state,latitude,longitude,operator_class,is_hyperscaler_self,is_colocation_major,is_colocation_secondary,est_mw,wet_bulb_c,climate_adj,est_liters_per_day,v1_predicted_wue,bws_score,bws_category
DC-00871,Switch Data Centers: Texas 2 Data Center,Switch Data Centers,TX,30.1989015,-97.713626149871,colocation_major,False,True,False,20.0,16.902465753424657,1.0570739726027396,447522.83704109583,0.97105974,2.681,Medium-High
DC-00872,Dedicated Solutions: Columbus Ohio Data Center,Dedicated Solutions,OH,40.11647609568262,-83.00216667279285,colocation_secondary,False,False,True,50.0,9.029863013698632,1.0,1058400.0,0.5942172,1.279,Low-Medium
DC-00873,Amazon AWS: IAD54 Ashburn,Amazon AWS,VA,39.00333635,-77.48709345475464,hyperscaler_self,True,False,False,50.0,10.46109589041096,1.0,1058400.0,0.58497727,1.94,Low-Medium
DC-00874,EXA Infrastructure: New York Data Centre,EXA Infrastructure,NY,40.7176412,-74.00827524446427,colocation_secondary,False,False,True,0.5,9.82876712328767,1.0,10584.0,0.5158759,0.834,Low
DC-00875,Limestone Networks: DFW2 Dallas Data Center,Limestone Networks,TX,32.800965950000005,-96.81952300449768,colocation_secondary,False,False,True,10.0,15.338630136986302,1.010158904109589,213830.43682191783,0.9444843,2.681,Medium-High
DC-00876,Flexential: Salt Lake City - Lindon Data Center,Flexential,UT,40.3324422,-111.72816798439638,colocation_major,False,True,False,0.57,5.073972602739726,1.0,12065.759999999998,0.68953943,1.329,Low-Medium
DC-00877,LeaseWeb: Los Angeles LAX-12 Data Center,LeaseWeb,CA,34.051107200000004,-118.26591632340578,colocation_secondary,False,False,True,22.5,12.746849315068497,1.0,476280.0,1.2731755,3.724,High
DC-00878,Dynascale: West7Center Data Center,Dynascale,CA,34.051107200000004,-118.26591632340578,colocation_secondary,False,False,True,22.5,12.746849315068497,1.0,476280.0,1.2731755,3.724,High
DC-00879,Involta: Green Bay Data Center,Involta,WI,44.5126379,-88.0125794,colocation_secondary,False,False,True,10.0,6.089315068493151,1.0,211680.0,0.49942338,1.492,Low-Medium
DC-00880,"Cato Digital, Inc: us-east1","Cato Digital, Inc",NY,40.7176412,-74.00827524446427,colocation_secondary,False,False,True,10.0,9.82876712328767,1.0,211680.0,0.5158759,0.834,Low
DC-00881,DataBank: MCI2 Pine Ridge Data Center,DataBank,KS,38.97570826134456,-94.7098064913122,colocation_major,False,True,False,2.0,10.374520547945206,1.0,42336.0,0.60720956,2.139,Medium-High
DC-00882,Lumen: Portland 1 Data Center,Lumen,OR,45.5316595,-122.6853544,colocation_secondary,False,False,True,10.0,8.815068493150685,1.0,211680.0,0.58591545,1.569,Low-Medium
DC-00883,DataBank: DEN5 Centennial II Data Center,DataBank,CO,39.5900652,-104.84696346390274,colocation_major,False,True,False,16.0,4.200821917808218,1.0,338688.0,0.6854508,3.424,High
DC-00884,Lumen: Portland 2 Data Center,Lumen,OR,45.4851491,-122.8054342,colocation_secondary,False,False,True,10.0,8.80904109589041,1.0,211680.0,0.6254295,1.569,Low-Medium
DC-00885,CoreSite: MI1 Miami Data Center,CoreSite,FL,25.7975443,-80.23003379573089,colocation_major,False,True,False,20.0,21.72684931506849,1.2018054794520547,508796.3677808219,0.8384825,2.559,Medium-High
DC-00886,EdgeConnex: CHI01 Chicago Data Center,EdgeConnex,IL,42.0007682,-87.95079638730839,colocation_major,False,True,False,20.0,7.767123287671233,1.0,423360.0,0.50526863,0.75,Low
DC-00887,Digital Fortress: Downtown Portland Data Center 1 - (PTL),Digital Fortress,OR,45.5211465,-122.6818887,colocation_secondary,False,False,True,2.1,8.815068493150685,1.0,44452.8,0.58591545,1.569,Low-Medium
DC-00888,Binary Net: Lincoln Data Center,Binary Net,NE,40.81316791836735,-96.70249408163266,colocation_secondary,False,False,True,1.5,8.49123287671233,1.0,31752.0,0.58756924,3.16,High
DC-00889,Lunavi: Bellingham Data Center,Lunavi,WA,48.7591185,-122.50346395,colocation_secondary,False,False,True,10.0,7.822465753424657,1.0,211680.0,0.6584038,0.903,Low
DC-00890,EdgeConnex: PIT01 Pittsburgh Data Center,EdgeConnex,PA,40.45231475,-80.04186489865792,colocation_major,False,True,False,1.0,8.821369863013699,1.0,21168.0,0.5862573,1.225,Low-Medium
DC-00891,FirstLight: Romulus Data Center,FirstLight,NY,43.00360118083447,-77.47195339069941,colocation_secondary,False,False,True,10.0,7.367945205479451,1.0,211680.0,0.47842997,0.834,Low
DC-00892,Equinix: CU4 Culpeper Data Center,Equinix,VA,38.4551359,-77.9780171,colocation_major,False,True,False,25.0,10.67890410958904,1.0,529200.0,0.58085465,1.94,Low-Medium
DC-00893,ColoBarn: Arizona Data Center,ColoBarn,AZ,33.332174050000006,-111.95798624702944,colocation_secondary,False,False,True,2.0,12.464931506849316,1.0,42336.0,1.1201614,3.487,High
DC-00894,Lumen: Las Vegas 1 Data Center,Lumen,NV,36.237316,-115.120203,colocation_secondary,False,False,True,10.0,9.624657534246577,1.0,211680.0,0.7941126,2.146,Medium-High
DC-00895,Colohouse: New York Data Center,Colohouse,NY,41.0343477,-73.9757593,unknown,False,False,False,5.0,9.424109589041096,1.0,105840.0,0.5158759,0.834,Low
DC-00896,"FOGO Solutions: Carrollton, GA",FOGO Solutions,GA,33.5801103,-85.0766113,colocation_secondary,False,False,True,1.0,13.53013698630137,1.0,21168.0,1.1034696,1.889,Low-Medium
DC-00897,Hivelocity: 725 S. Wells St. Data Center,Hivelocity,IL,41.87262895,-87.63329793378796,colocation_major,False,True,False,0.6,8.263561643835615,1.0,12700.8,0.53570706,0.75,Low
DC-00898,ScaleMatrix: Seattle Data Center US-West 02,ScaleMatrix,WA,47.1609036,-122.27924431909412,unknown,False,False,False,100.0,8.082739726027397,1.0,2116800.0,0.58591545,0.903,Low
DC-00899,Racksquared Data Center: Columbus OH Data Center,Racksquared Data Center,OH,39.967015836734696,-82.99281869387755,colocation_secondary,False,False,True,10.0,9.206301369863017,1.0,211680.0,0.59157485,1.279,Low-Medium
DC-00900,INAP: Dallas 1 Data Center,INAP,TX,33.01720430867475,-96.76652838464378,colocation_major,False,True,False,20.0,14.986027397260273,1.0,423360.0,0.9444843,2.681,Medium-High
DC-00901,Zenlayer: NYC1 New York Data Center,Zenlayer,NY,40.7176412,-74.00827524446427,colocation_secondary,False,False,True,10.0,9.82876712328767,1.0,211680.0,0.5158759,0.834,Low
DC-00902,Prime Data Centers: Prime Phoenix - Lower Buckeye #4,Prime Data Centers,AZ,33.420565401202495,-112.31179849269374,colocation_secondary,False,False,True,48.0,12.35890410958904,1.0,1016064.0,1.1803935,3.487,High
DC-00903,Flexential: Portland - Hillsboro 4 Data Center,Flexential,OR,45.55530835,-122.93910736674918,colocation_major,False,True,False,18.0,8.515616438356165,1.0,381024.0,0.58591545,1.569,Low-Medium
DC-00904,"Deft, a Summit company: Silicon Valley, CA Data Center","Deft, a Summit company",CA,37.3725693,-121.97365893917444,colocation_secondary,False,False,True,10.0,11.163013698630136,1.0,211680.0,0.83450365,3.724,High
DC-00905,Amazon AWS: IAD24 Manassas,Amazon AWS,VA,38.79034845,-77.5400060399839,hyperscaler_self,True,False,False,50.0,10.69041095890411,1.0,1058400.0,0.57165456,1.94,Low-Medium
DC-00906,"China Telecom: Cyxtera SC4, SC5, SC9 Data Center",China Telecom,CA,37.39650653098678,-121.97959832685888,colocation_secondary,False,False,True,10.0,11.309863013698628,1.0,211680.0,0.8536765,3.724,High
DC-00907,MOD Mission Critical: NY1 - Telehouse New York Data Center PoP,MOD Mission Critical,NY,40.7434562,-74.0075595,colocation_secondary,False,False,True,4.15,9.82876712328767,1.0,87847.2,0.5158759,0.834,Low
DC-00908,"Meta, Inc.: DeKalb Data Center","Meta, Inc.",IL,41.892784,-88.755698,hyperscaler_self,True,False,False,50.0,7.565753424657534,1.0,1058400.0,0.5411774,0.75,Low
DC-00909,EdgeConnex: SVC01 Santa Clara Data Center,EdgeConnex,CA,37.36604749490356,-121.95800487336253,colocation_major,False,True,False,1.8,11.20082191780822,1.0,38102.4,0.83450365,3.724,High
DC-00910,Enzu: AUS1 Austin Data Center,Enzu,TX,30.216268,-97.69230588844444,colocation_secondary,False,False,True,10.0,16.902465753424657,1.0570739726027396,223761.41852054792,0.97105974,2.681,Medium-High
DC-00911,TierPoint: New York - HW2 Hawthorne Data Center,TierPoint,NY,41.0864575,-73.81734534989087,colocation_major,False,True,False,20.0,9.140273972602738,1.0,423360.0,0.5158759,0.834,Low
DC-00912,Limestone Networks: LAX1 Los Angeles Data Center,Limestone Networks,CA,33.93073,-118.3831525,colocation_secondary,False,False,True,10.0,12.90082191780822,1.0,211680.0,1.2731755,3.724,High
DC-00913,Neutron Colocation: Coeur d' Alene Data Center,Neutron Colocation,ID,47.700673,-116.794529,colocation_secondary,False,False,True,10.0,5.803287671232877,1.0,211680.0,0.54044855,1.863,Low-Medium
DC-00914,Lumen: San Bernardino 1 Data Center,Lumen,CA,34.1786737,-117.3479696,colocation_secondary,False,False,True,10.0,11.395890410958904,1.0,211680.0,1.2731755,3.724,High
DC-00915,Lumen: Wilmington 1 Data Center,Lumen,DE,39.74845357018545,-75.5392907115659,colocation_secondary,False,False,True,10.0,10.464109589041096,1.0,211680.0,0.5097474,2.489,Medium-High
DC-00916,Lumen: Louisville 3 Data Center,Lumen,KY,38.24566,-85.7579732,colocation_secondary,False,False,True,10.0,11.205479452054794,1.0,211680.0,0.59439087,0.888,Low
DC-00917,MOD Mission Critical: AT1 - DRT ATL14 Data Center PoP,MOD Mission Critical,GA,33.76163914285714,-84.39064993877551,colocation_secondary,False,False,True,10.0,13.568767123287673,1.0,211680.0,1.1034696,1.889,Low-Medium
DC-00918,Epsilon Telecommunications: New York Data Center,Epsilon Telecommunications,NY,40.7176412,-74.00827524446427,colocation_secondary,False,False,True,10.0,9.82876712328767,1.0,211680.0,0.5158759,0.834,Low
DC-00919,China Telecom: Coresite SV7 Data Center,China Telecom,CA,37.3022425,-122.0294633,colocation_secondary,False,False,True,10.0,10.778082191780822,1.0,211680.0,0.83450365,3.724,High
DC-00920,LeaseWeb: New York NYC-01 Data Center,LeaseWeb,NJ,40.52082485,-74.34741660299264,colocation_secondary,False,False,True,48.0,9.805479452054794,1.0,1016064.0,0.5158759,2.797,Medium-High
DC-00921,DataBank: IND1 Downtown Indianapolis Data Center,DataBank,IN,39.7595183,-86.1722794,colocation_major,False,True,False,2.1,9.32054794520548,1.0,44452.8,0.59101576,1.384,Low-Medium
DC-00922,TierPoint: Charlotte - North Myers Data Center,TierPoint,NC,35.22153103021294,-80.83580723843983,colocation_major,False,True,False,2.0,12.869589041095889,1.0,42336.0,0.63936913,2.498,Medium-High
DC-00923,Lumen: Santa Barbara 1 Data Center,Lumen,CA,34.4144364,-119.69011213879602,colocation_secondary,False,False,True,10.0,12.630410958904111,1.0,211680.0,1.2630651,3.724,High
DC-00924,CoreSite: SV8 Silicon Valley Data Center,CoreSite,CA,37.37708350762056,-121.97101808740564,colocation_major,False,True,False,20.0,11.309863013698628,1.0,423360.0,0.83450365,3.724,High
DC-00925,DataBank: SLC3 Granite Point Data Center,DataBank,UT,40.4857538,-111.9000266,colocation_major,False,True,False,6.3,5.278082191780822,1.0,133358.4,0.68953943,1.329,Low-Medium
DC-00926,QuadraNet: Chicago Data Center,QuadraNet,IL,42.00107525,-87.95526507465392,colocation_secondary,False,False,True,10.0,7.767123287671233,1.0,211680.0,0.50526863,0.75,Low
DC-00927,HopOne @CherryRoad: DCA2 McLean Data Center,HopOne @CherryRoad,VA,38.92246555,-77.22712140025016,colocation_secondary,False,False,True,0.125,10.692602739726029,1.0,2646.0,0.513431,1.94,Low-Medium
DC-00928,BreezeHost.io: Charlotte,BreezeHost.io,NC,35.193407,-80.938014,colocation_secondary,False,False,True,2.5,12.986575342465754,1.0,52920.0,0.63936913,2.498,Medium-High
DC-00929,Latitude.sh: Chicago,Latitude.sh,IL,41.9942301,-87.96223156699811,colocation_secondary,False,False,True,10.0,7.767123287671233,1.0,211680.0,0.50526863,0.75,Low
DC-00930,CyberNest: CyberNest Dallas,CyberNest,TX,32.778320550000004,-96.7985002392905,colocation_secondary,False,False,True,10.0,15.338630136986302,1.010158904109589,213830.43682191783,0.9444843,2.681,Medium-High
DC-00931,Data Canopy: Dallas (Carrollton),Data Canopy,TX,32.9930675,-96.9320286,colocation_secondary,False,False,True,60.0,15.2013698630137,1.006041095890411,1277752.6750684928,0.9444843,2.681,Medium-High
DC-00932,MOD Mission Critical: BND1 - One Neck Data Center PoP,MOD Mission Critical,OR,44.08666096209186,-121.28278216906476,colocation_secondary,False,False,True,10.0,5.18054794520548,1.0,211680.0,0.64582884,1.569,Low-Medium
DC-00933,Lumen: Metairie 1 Data Center,Lumen,LA,29.97229475,-90.15784515103206,colocation_secondary,False,False,True,10.0,18.756438356164384,1.1126931506849316,235534.88613698632,0.91473854,1.132,Low-Medium
DC-00934,"NETdepot: NETdepot - Spring, TX",NETdepot,TX,30.07163163971149,-95.4421848943759,colocation_secondary,False,False,True,10.0,18.00986301369863,1.090295890410959,230793.8340821918,0.9175664,2.681,Medium-High
DC-00935,Zenlayer: LAX5 Los Angeles Data Center,Zenlayer,CA,34.0473499,-118.256999,colocation_secondary,False,False,True,10.0,12.746849315068497,1.0,211680.0,1.2731755,3.724,High
DC-00936,"FOGO Solutions: Atlanta, GA",FOGO Solutions,GA,33.7583265,-84.3938278,colocation_secondary,False,False,True,10.0,13.568767123287673,1.0,211680.0,1.1034696,1.889,Low-Medium
DC-00937,Data Canopy: Louisville,Data Canopy,KY,38.23706615,-85.77383499637676,colocation_secondary,False,False,True,2.0,11.063013698630137,1.0,42336.0,0.59439087,0.888,Low
DC-00938,Atlantic.net: Dallas Data Center,Atlantic.net,TX,32.78697608163265,-96.79400534693876,cable_telecom,False,False,False,4.5,15.338630136986302,1.010158904109589,96223.69656986302,0.9444843,2.681,Medium-High
DC-00939,RACK59 Data Center: Oklahoma Data Center,RACK59 Data Center,OK,35.4672049,-97.6497453,colocation_secondary,False,False,True,40.0,12.352054794520548,1.0,846720.0,0.69657886,1.256,Low-Medium
DC-00940,NTT Communications: Ashburn VA1 Virginia Data Center,NTT Communications,VA,39.0163313,-77.45876232933266,cable_telecom,False,False,False,14.0,10.42958904109589,1.0,296351.99999999994,0.5798735,1.94,Low-Medium
DC-00941,MOD Mission Critical: PO1 - Pittock Bldg 1547 Portland Data Center PoP,MOD Mission Critical,OR,45.5214889,-122.680807,colocation_secondary,False,False,True,8.0,8.815068493150685,1.0,169344.0,0.58591545,1.569,Low-Medium
DC-00942,Psychz Networks: Chicago Data Center,Psychz Networks,IL,41.87430605,-87.62994041963549,colocation_secondary,False,False,True,10.0,8.263561643835615,1.0,211680.0,0.53570706,0.75,Low
DC-00943,FirstLight: Lebanon Data Center,FirstLight,NH,43.67888255,-72.25614767446305,colocation_secondary,False,False,True,10.0,5.792054794520547,1.0,211680.0,0.4109996,1.585,Low-Medium
DC-00944,Element Critical: Silicon Valley One Data Center,Element Critical,CA,37.373879739908766,-122.00260860512226,unknown,False,False,False,7.0,11.163013698630136,1.0,148175.99999999997,0.83450365,3.724,High
DC-00945,DartPoints: Baton Rouge Data Center 1,DartPoints,LA,30.4517169080132,-91.11651970893756,edge_micro,False,False,False,0.2,17.836164383561645,1.0850849315068494,4593.815566027397,0.91473854,1.132,Low-Medium
DC-00946,Cogent Communications: Pasadena Data Center,Cogent Communications,CA,34.16691819300021,-118.08814779801222,colocation_secondary,False,False,True,10.0,11.81452054794521,1.0,211680.0,1.2731755,3.724,High
DC-00947,MOD Mission Critical: AU1 - Data Foundry Data Center PoP,MOD Mission Critical,TX,30.214974,-97.69497412692968,colocation_secondary,False,False,True,10.0,16.902465753424657,1.0570739726027396,223761.41852054792,0.97105974,2.681,Medium-High
DC-00948,iTel Networks Inc.: Detroit Clay St Data Center,iTel Networks Inc.,MI,42.37915412019285,-83.06075836650966,colocation_secondary,False,False,True,10.0,7.895068493150686,1.0,211680.0,0.50526863,0.327,Low
DC-00949,ManagedWay: Detroit Data Center TYM2,ManagedWay,MI,42.54005101599888,-83.09919530095087,colocation_secondary,False,False,True,4.0,7.404657534246575,1.0,84672.0,0.50526863,0.327,Low
DC-00950,Prime Data Centers: Prime Chicago - 1501 Midway Ct.,Prime Data Centers,IL,42.025285,-87.964361,colocation_secondary,False,False,True,54.0,7.767123287671233,1.0,1143072.0,0.50526863,0.75,Low
DC-00951,INAP: New York 2 Data Center,INAP,NY,40.69279,-73.9878959967973,colocation_major,False,True,False,20.0,10.00054794520548,1.0,423360.0,0.5158759,0.834,Low
DC-00952,QTS Data Centers: New Albany 1 Data Center,QTS Data Centers,OH,40.06903526580869,-82.754113401138,colocation_major,False,True,False,20.0,8.823287671232876,1.0,423360.0,0.58143926,1.279,Low-Medium
DC-00953,MOD Mission Critical: DC1 - DC1 Data Center PoP,MOD Mission Critical,VA,39.015528450000005,-77.46034102573952,colocation_secondary,False,False,True,10.0,10.42958904109589,1.0,211680.0,0.5798735,1.94,Low-Medium
DC-00954,MOD Mission Critical: AT2 - Flexential Alpharetta Data Center PoP,MOD Mission Critical,GA,34.08701705,-84.25182534957617,colocation_secondary,False,False,True,6.0,13.19041095890411,1.0,127008.0,1.1034696,1.889,Low-Medium
DC-00955,Lumen: Broadview 1 Data Center,Lumen,IL,41.854231,-87.857769,colocation_secondary,False,False,True,10.0,7.887671232876713,1.0,211680.0,0.53570706,0.75,Low
DC-00956,Lumen: Manchester 1 Data Center,Lumen,CA,38.96718779909359,-123.68706589546356,colocation_secondary,False,False,True,10.0,10.578082191780824,1.0,211680.0,0.6751306,3.724,High
DC-00957,Lunavi: DEN1 Denver Data Center,Lunavi,CO,39.77737055,-104.9682755694162,colocation_secondary,False,False,True,10.0,4.255890410958903,1.0,211680.0,0.6854508,3.424,High
DC-00958,LeaseWeb: Dallas DAL-13 Data Center,LeaseWeb,TX,32.800965950000005,-96.81952300449768,colocation_secondary,False,False,True,2.25,15.338630136986302,1.010158904109589,48111.84828493151,0.9444843,2.681,Medium-High
DC-00959,Segra: Raleigh Data Center,Segra,NC,35.72499205,-78.6623631815708,unknown,False,False,False,2.5,13.033150684931508,1.0,52920.0,0.6258905,2.498,Medium-High
DC-00960,Vantage Data Centers: VA2 Ashburn Data Center Campus,Vantage Data Centers,VA,38.99032040984585,-77.42437103001113,colocation_major,False,True,False,96.0,10.42958904109589,1.0,2032128.0,0.6194914,1.94,Low-Medium
DC-00961,Hivelocity: ORD1 Chicago Data Center,Hivelocity,IL,41.85375365,-87.6183797609595,colocation_major,False,True,False,20.0,8.263561643835615,1.0,423360.0,0.53570706,0.75,Low
DC-00962,MOD Mission Critical: MOR1 - Flexential Morrisville Data Center PoP,MOD Mission Critical,NC,35.8505281,-78.8291431,colocation_secondary,False,False,True,4.31,12.866575342465756,1.0,91234.08,0.6258905,2.498,Medium-High
DC-00963,MOD Mission Critical: EVE1 - Ziply Everett WA Data Center PoP,MOD Mission Critical,WA,47.9211763,-122.22700002741377,colocation_secondary,False,False,True,10.0,7.972328767123288,1.0,211680.0,0.6584038,0.903,Low
DC-00964,Prov.net/IronTrust Networks: Boston North,Prov.net/IronTrust Networks,MA,42.59707885,-71.33178525806618,colocation_secondary,False,False,True,1.0,8.076164383561643,1.0,21168.0,0.41313794,2.012,Medium-High
DC-00965,INOC Data Centers: Downtown Data Center - ALB1,INOC Data Centers,NY,42.64935305,-73.75274525032842,colocation_secondary,False,False,True,0.4,8.054794520547945,1.0,8467.199999999999,0.42117968,0.834,Low
DC-00966,Hivelocity: Albany Data Center,Hivelocity,NY,42.745436350000006,-73.75920168636466,colocation_major,False,True,False,20.0,7.927123287671232,1.0,423360.0,0.42117968,0.834,Low
DC-00967,Latitude.sh: Dallas,Latitude.sh,TX,32.800965950000005,-96.81952300449768,colocation_secondary,False,False,True,10.0,15.338630136986302,1.010158904109589,213830.43682191783,0.9444843,2.681,Medium-High
DC-00968,China Telecom: NY8 Data Center,China Telecom,NY,40.7176412,-74.00827524446427,colocation_secondary,False,False,True,10.0,9.82876712328767,1.0,211680.0,0.5158759,0.834,Low
DC-00969,Colocation Northwest: Bellevue Data Center,Colocation Northwest,WA,47.58339845,-122.13474410145386,unknown,False,False,False,1.0,8.18,1.0,21168.0,0.64950985,0.903,Low
DC-00970,FirstLight: Burlington Data Center,FirstLight,VT,44.4498540806611,-73.13019577253505,colocation_secondary,False,False,True,10.0,6.771506849315069,1.0,211680.0,0.40729275,1.065,Low-Medium
DC-00971,Opus Interactive: Dallas Data Center,Opus Interactive,TX,32.778320550000004,-96.7985002392905,colocation_secondary,False,False,True,28.8,15.338630136986302,1.010158904109589,615831.6580471232,0.9444843,2.681,Medium-High
DC-00972,ColoCrossing: LA1 - Los Angeles Data Center,ColoCrossing,CA,33.73884114285714,-118.28863897959184,unknown,False,False,False,27.0,13.083287671232878,1.0,571536.0,1.2731755,3.724,High
DC-00973,ColoCrossing: GA1 - Atlanta Data Center,ColoCrossing,GA,33.924006345084614,-84.48240908168205,unknown,False,False,False,1.6,13.374246575342466,1.0,33868.8,1.1034696,1.889,Low-Medium
DC-00974,HudsonIX: 60 Hudson NYC Data Center,HudsonIX,NY,40.7176412,-74.00827524446427,colocation_secondary,False,False,True,15.0,9.82876712328767,1.0,317519.99999999994,0.5158759,0.834,Low
DC-00975,China Telecom: Cyxtera LA1 Data Center,China Telecom,CA,33.9176631,-118.38635558122915,colocation_secondary,False,False,True,10.0,12.90082191780822,1.0,211680.0,1.2731755,3.724,High
DC-00976,Vultr: Los Angeles,Vultr,CA,34.0536909,-118.242766,colocation_major,False,True,False,20.0,12.746849315068497,1.0,423360.0,1.2731755,3.724,High
DC-00977,DataBank: MSP1 West Twin Cities Data Center,DataBank,MN,44.86282955,-93.33055565,colocation_major,False,True,False,1.35,5.9468493150684925,1.0,28576.8,0.49029046,1.669,Low-Medium
DC-00978,Lumen: Modesto 1 Data Center,Lumen,CA,37.644928285714286,-120.9999815510204,colocation_secondary,False,False,True,10.0,11.347123287671234,1.0,211680.0,0.7384827,3.724,High
DC-00979,H5 Data Centers: Philadelphia Data Center,H5 Data Centers,PA,39.9621861,-75.16400961399813,colocation_major,False,True,False,20.0,10.252328767123288,1.0,423360.0,0.5121041,1.225,Low-Medium
DC-00980,Lunavi: Westin Seattle Data Center,Lunavi,WA,47.61435475,-122.33886370511684,colocation_secondary,False,False,True,0.56,8.805753424657533,1.0,11854.08,0.63984156,0.903,Low
DC-00981,TierPoint: Omaha - Bellevue Data Center,TierPoint,NE,41.17806835,-95.92507747501148,colocation_major,False,True,False,20.0,8.498904109589041,1.0,423360.0,0.58282435,3.16,High
DC-00982,Prov.net/IronTrust Networks: Providence 2,Prov.net/IronTrust Networks,RI,41.81707344679039,-71.42774295256093,colocation_secondary,False,False,True,10.0,8.785479452054794,1.0,211680.0,0.44556543,2.292,Medium-High
DC-00983,EdgeConnex: DET01 Detroit Data Center,EdgeConnex,MI,42.446238199099234,-83.25949217723091,colocation_major,False,True,False,1.5,7.570136986301369,1.0,31752.0,0.50526863,0.327,Low
DC-00984,Massive Networks: Englewood Data Center,Massive Networks,CO,39.96551885,-105.12432615565392,colocation_secondary,False,False,True,10.0,4.360821917808219,1.0,211680.0,0.6903678,3.424,High
DC-00985,Cogent Communications: Miami Data Center,Cogent Communications,FL,25.7733112,-80.1900581,colocation_secondary,False,False,True,10.0,21.72684931506849,1.2018054794520547,254398.18389041096,0.8384825,2.559,Medium-High
DC-00986,Prime Data Centers: Prime Santa Clara - 1231 Comstock,Prime Data Centers,CA,37.375002,-121.95487751669192,colocation_secondary,False,False,True,9.0,11.20082191780822,1.0,190512.0,0.83450365,3.724,High
DC-00987,ByteGrid: Lynnwood Data Center,ByteGrid,WA,47.822783,-122.29113838171249,colocation_secondary,False,False,True,10.0,8.246575342465754,1.0,211680.0,0.6584038,0.903,Low
DC-00988,Equinix: DC21 Washington DC IBX Data Center,Equinix,VA,39.01154475,-77.45471800182239,colocation_major,False,True,False,20.0,10.42958904109589,1.0,423360.0,0.6194914,1.94,Low-Medium
DC-00989,ByteGrid: Silver Spring MDC1 Atlanta Data Center,ByteGrid,MD,39.0586224,-76.96411078870383,colocation_secondary,False,False,True,10.0,10.59945205479452,1.0,211680.0,0.528283,0.583,Low
DC-00990,One Data Center America: Ontario CA Data Center,One Data Center America,CA,34.06634219563638,-117.56840371081654,colocation_secondary,False,False,True,10.0,12.275068493150686,1.0,211680.0,1.2731755,3.724,High
DC-00991,Cogent Communications: Seattle Data Center,Cogent Communications,WA,47.31177965,-122.294826173201,colocation_secondary,False,False,True,10.0,8.249589041095891,1.0,211680.0,0.5808077,0.903,Low
DC-00992,Stellar Technologies Inc.: PHX01 Data Center,Stellar Technologies Inc.,AZ,33.396196950520626,-111.97054427092804,colocation_secondary,False,False,True,10.0,12.545479452054796,1.0,211680.0,1.1201614,3.487,High
DC-00993,Limestone Networks: MIA1 Miami Data Center,Limestone Networks,FL,25.7758419,-80.1929625,colocation_secondary,False,False,True,10.0,21.72684931506849,1.2018054794520547,254398.18389041096,0.8384825,2.559,Medium-High
DC-00994,MOD Mission Critical: CLT1 - Flexential Charlotte South Data Center PoP,MOD Mission Critical,NC,35.1353954,-80.93697269695443,colocation_secondary,False,False,True,2.36,13.088493150684933,1.0,49956.48,0.63936913,2.498,Medium-High
DC-00995,Lumen: Eugene 2 Data Center,Lumen,OR,44.1183065,-123.167891922109,colocation_secondary,False,False,True,10.0,8.697260273972603,1.0,211680.0,0.6230446,1.569,Low-Medium
DC-00996,DataBank: PHL1 - Philadelphia Data Center,DataBank,PA,39.9598694,-75.16081442465776,colocation_major,False,True,False,0.34,10.252328767123288,1.0,7197.12,0.5097474,1.225,Low-Medium
DC-00997,TurnKey Internet: Los Angeles Data Center,TurnKey Internet,CA,33.73884114285714,-118.28863897959184,colocation_secondary,False,False,True,10.0,13.083287671232878,1.0,211680.0,1.2731755,3.724,High
DC-00998,Lumen: Philadelphia 3 Data Center,Lumen,PA,39.9545423,-75.18447287226766,colocation_secondary,False,False,True,10.0,10.252328767123288,1.0,211680.0,0.5097474,1.225,Low-Medium
DC-00999,Cogent Communications: Chicago Data Center,Cogent Communications,IL,41.87843085,-87.63449890963466,colocation_secondary,False,False,True,10.0,8.263561643835615,1.0,211680.0,0.5401212,0.75,Low
DC-01000,LightEdge: Phoenix Data Center,LightEdge,AZ,33.4519107,-112.07190774845004,colocation_secondary,False,False,True,0.51,12.489863013698631,1.0,10795.679999999998,1.3527565,3.487,High
DC-01001,Hurricane Electric: San Jose (Silicon Valley) Data Center,Hurricane Electric,CA,37.3341274,-121.8914979,cable_telecom,False,False,False,5.0,11.20082191780822,1.0,105840.0,0.83450365,3.724,High
DC-01002,Lumen: Phoenix 1 Data Center,Lumen,AZ,33.4397652,-112.04693790247173,colocation_secondary,False,False,True,11.0,12.55972602739726,1.0,232848.0,1.2213203,3.487,High
DC-01003,QuadraNet: Seattle Data Center,QuadraNet,WA,47.49308525,-122.29368542116308,colocation_secondary,False,False,True,10.0,8.737534246575342,1.0,211680.0,0.5808077,0.903,Low
DC-01004,Lumen: Cincinnati 3 Data Center,Lumen,OH,39.104655440677966,-84.5440973220339,colocation_secondary,False,False,True,10.0,9.992054794520548,1.0,211680.0,0.60772526,1.279,Low-Medium
DC-01005,MOD Mission Critical: DE2 - Morgan Reed Data Center PoP,MOD Mission Critical,CO,39.7457646,-104.994421,colocation_secondary,False,False,True,10.0,4.255890410958903,1.0,211680.0,0.6854508,3.424,High
DC-01006,CyberNest: CyberNest Portland,CyberNest,OR,45.5489278,-122.89245438644276,colocation_secondary,False,False,True,10.0,8.515616438356165,1.0,211680.0,0.58591545,1.569,Low-Medium
